season,price_AUS,price_CHF,price_CZE,price_GER,price_ESP,price_FRA,price_UK,price_ITA,price_POL,price_SVK
spring,0.40827861064147214,1.335295972022428,,,,-1.8777746232360673,-3.092516341828481,-1.735759966873297,1.704809262146274,1.7402005644737935
summer,0.4867756295705759,1.1317951046244883,,0.5603031917650766,-4.237861484418774,,,-1.5385400294570166,1.78010600246361,1.9797329443709488
autumn,0.39276142545100967,,1.000791043732632,,-4.328622267309658,-1.9425823046346182,-3.0393452253890394,-1.6679917968286744,,1.834831708283649
winter,0.21913918061671778,1.6902297571323182,1.1058485762232322,,,-2.059009566064077,-2.621036356998386,-1.7450238819186743,,1.6941407585327888
spring,0.10959836538512774,1.5301266726728715,0.9293176324073774,0.3007445653092523,,-2.017647293521581,,-1.851587475900483,,1.6968644890877795
summer,0.037323386147328774,1.5088762028743556,0.8927587548716098,,,-2.198776367264788,-2.697578454411551,,1.9520392670486282,1.8417082620860985
autumn,,1.5134813996543524,1.0254945816841912,,,-1.8630811687980293,-2.5548122187491256,-1.850256996375297,1.870602956405343,1.649334510547913
winter,-0.01548533697690405,,0.8550662254785849,0.10765866396307602,-3.7595809866413568,,-2.4850541682182494,,1.9400281621675664,2.1368760609297417
spring,-0.05111270713614774,1.618505423656197,0.8202124819359101,,-3.775810573071461,,-2.788183044978283,-1.891426866763884,,1.8813386527269023
summer,-0.15121375080644606,1.3301385556334537,0.7504452455953603,0.23389129341280207,,,,-1.8998029052138947,1.8514045282023917,1.9431218437843676
autumn,,2.3039015964254808,0.9249408262380435,-0.0465506938864908,-3.923151365271629,,-2.8226055356619537,-1.8502484345716008,,1.9428854632998744
winter,,1.5755812740312523,0.8963394110776262,0.17467396481999892,-3.852039051923127,,-2.707586459355941,-1.9608115423452408,,1.8205738601007566
spring,,1.7857495359382094,,,-3.929835946170917,-2.158591714170003,-2.7880184976445257,-2.0373937713074337,2.038057257430414,1.8134850384856978
summer,-0.03344597456745069,1.5074535703513736,0.9792804915553436,,,-1.9942607021466765,-2.9608746102561994,,1.8075920172099333,1.8588272406392898
autumn,0.17736046748503248,,,0.4002960550466541,-3.7247173472538386,,-2.6987092800978925,-1.6386921570289168,1.9290031668887833,1.9250951563893393
winter,0.15077167057062849,1.0390225025982782,0.9614580420804595,0.3540023016626829,,-1.858650078272227,-2.7276081159102827,,,1.9296960277332929
spring,,1.4410742475633989,,,-4.052762281493507,-1.7393382969857272,-2.860847664627152,-1.6355641275186843,1.7533828742521147,1.7192646985829334
summer,0.41756798752748575,1.8495513496450973,,0.20709255859710407,-4.197432983401207,-1.8911426799721205,-2.9095535598022964,,1.7481404867636745,
autumn,,,1.1406318837301275,0.4364396672644253,-4.3140764627089405,-1.9648234617595772,-2.923275682178532,,1.7459846441586444,1.852163299130842
winter,0.4575224551800061,1.5508801494415918,1.1591080609880635,0.6661476553564977,-4.30501054527735,,,-1.646208510103411,,1.6510281554550064
spring,0.6170214184506047,1.8845342599481452,1.3190343461253609,0.6760224613401853,,,-3.2443750513713674,,1.506897948619859,1.6145064484553455
summer,0.8846874261087044,,1.3490074003177788,0.580275376927827,-4.542342429885892,,-3.2834403034785997,-1.6109742677215269,,1.7669626816566393
autumn,0.9135036731645861,2.0272234796290247,1.3075063684173678,0.6815342778778879,,,,-1.3552316529430457,1.6273627797864585,1.534361664218726
winter,0.9012519709795446,,,0.809539591827656,-4.811887930549529,-1.7224211773217077,,-1.499744797699543,1.4550743571075517,1.4689229299192508
spring,0.9690778992863908,2.882409944000713,,,,-1.7668074956809008,-3.482468518174693,-1.501144759409412,1.0568619445270995,1.3504203359316944
summer,1.2473904290608304,,1.430643894790425,0.9873440252443095,-5.171109646982399,-1.6076671907727709,-3.6285928907070404,,,0.9619089355448678
autumn,1.1742112962855373,3.2533128609203814,,0.8041809910925185,,-1.6044042728047025,-3.5136791987973828,,0.9082277538944022,1.1471872431071448
winter,1.0855442828151705,3.911829793833846,,,-5.447060574068039,-1.7148422254294342,-3.758063660292393,-1.5249533275058311,0.7109386692024047,
spring,,,1.4746386077876728,0.7294644653329516,-5.364697789250094,-1.8392966812032516,-3.6339337916878054,-1.6335865346460725,,0.5128870343325312
summer,1.104569706361635,,,,-5.591019558814936,-1.9298553806065204,-3.5779546495159167,-1.8856614573411583,0.26703378866316574,0.405915036220474
autumn,,3.770651849468786,,0.7387720815169398,-5.511898996477564,-1.8876390538108179,-3.6605197515954533,-1.806682006893936,0.04305414905443524,
winter,0.6884619756756873,,0.9917683355767095,0.4612160423815487,-5.566956752876877,-2.173978843500465,,,-0.42010561626164267,0.04210069007791625
spring,0.7207949485976255,3.0858186424478347,,0.4124110208875133,,-2.1956051145912046,-3.6047248454911673,,-0.3572849344711827,-0.4985768320370491
summer,0.4301930224976981,2.8500161010489107,0.5369697369131919,0.3345802133954823,,,-3.479765384704711,-2.344224696136733,,-0.7572201264459972
autumn,0.4021698469767263,2.7867437125079815,,0.29121452995119335,-5.762590238519862,-2.6471818692921127,,,-0.8251943425152812,-0.9998814963335446
winter,,2.975416347331116,0.2994652834898236,-0.1103871074603047,,,-3.209551547470307,-2.774297053844031,-1.0669981915833657,-1.361349000606226
spring,,,-0.008594036380244946,-0.3252309662428771,-5.506255967289886,-2.9103245358212173,-3.0710084441328283,-2.9745380425257095,-1.2650200728834267,
summer,-0.5617525628806407,4.044774554861039,-0.1490611501507596,,-5.339666821701726,-3.1394640420014137,,-2.986708814761607,-1.368388874880794,
autumn,-0.7763009638753797,4.790098443693643,-0.5409347712720086,,,-3.2349911640662583,-2.9678448664053323,-3.285791836093337,-1.1893220487453577,
winter,,5.7278002042397045,,,-4.82168123151372,-3.354676497936874,-2.7990699525242455,-3.4986694005945775,-1.5944186634354673,-2.3513265347125443
spring,-1.2743542840053317,,-0.9921823668228809,-0.8894507135961922,-4.603532610340313,-3.4309638050359945,,,-1.6375991221149375,-2.5623480126054794
summer,-1.595434098735638,6.355465496867133,-1.0443747844200582,,,,-2.5382858194009117,-3.6451598949295443,-1.8700335142522193,-2.5834356983870843
autumn,-1.6532926609327994,7.975004259366786,,-1.2151606823954064,-4.101649948887681,-3.7288599210426674,-2.539621009736403,-3.895118010632178,,
winter,,8.717724845539014,-1.3481897598201913,-1.3012110756316912,-3.855706575216617,-3.6899131912337206,-2.2017818332109385,-3.8223925355467423,,
spring,-1.7623773621079084,8.312118960192528,-1.648139893452118,-1.4828306148719415,-3.773809229871335,,-2.364387317653021,-3.952428209057451,,
summer,-1.9316153281196324,8.730717279955773,-1.7545612051629698,-1.558302997866333,,-3.8525769904996894,,-4.1758526181682,,-3.144641810963173
autumn,,8.906045368814294,-1.8047237094008586,-1.564417564446391,-3.500927426827518,-3.839021546751434,-2.028680943618642,,,-3.2531906096327505
winter,-2.051141035774923,8.970386592175364,-1.993620804577242,,-3.4284428907253677,-3.90084651737421,,,-2.501473247581482,-3.3397786166074264
spring,-2.3627833565801697,8.088553229480802,-1.9922934832837804,,,-3.88451558319347,-2.069267799030624,-4.272176957992507,-2.407580005009222,
summer,-2.2053992091400647,7.34273953258327,-2.0423937651923696,,-3.3732419440381,-4.086851230436504,-2.0348055921449895,,-2.6644330840183748,
autumn,-1.9384718493567596,8.35077780642767,-2.017686054921001,,,-4.064150804893539,,-3.7928367028787218,-2.518290120264801,-3.2840345061619463
winter,-2.086234256908818,8.43635183321738,,-1.9144626646526013,-3.3842476281394394,-4.026841613301986,-2.0493131320560423,,-2.600395943201887,
spring,-2.0823569567812994,8.357203576200046,,,-3.280173728630338,,-1.9571519832677504,-3.8879781998808296,-2.6973879808797108,-3.419170187195742
summer,-1.9547549427534943,7.688995106723947,,-2.0578010430430207,-3.545075833914645,,,-3.9320454229923665,-2.6819799787170804,-3.253793758550026
autumn,-1.8589958815186451,7.957984514146158,,-1.9003871852731085,-3.5877570562869736,-4.048590443119006,,-3.8120800599230407,-2.6319918134583453,
winter,-1.8224004441507902,8.11860245790323,,,-3.326476049274046,-4.036372094671662,-1.8975101404984502,-3.8113143600792148,-2.5844402715733477,
spring,-1.838711268187061,7.699344841192271,,-2.018036928662596,,-3.9503986102176185,,-3.6834418600741032,-2.4378449476681117,-3.1554357531405124
summer,-1.881263587301107,8.084390332911436,-1.9230049538533576,-2.018823766487256,,-4.079873970056467,,,-2.7202729205071283,-3.1981630075726795
autumn,,7.595776783572576,-1.9344441209325118,-1.9971894920380344,-3.7152156739995554,-4.117090023123479,-1.7842992572564587,-3.748477117854583,,
winter,,6.679745879261117,-1.7036628184276028,-2.0549052394716587,-3.6021754311834773,,-1.7531641742955544,-3.738945471764372,,-2.7663393902708817
spring,,6.983785178015202,-1.7762080237122075,-1.9244733413902373,-3.7218635534784514,-3.996771066995677,-1.7259223225131017,,-2.489101720708699,
summer,-1.5956150373965827,,-1.5528982758689567,-1.988226934833131,,-3.971813472366918,-1.8279239457212593,-3.6701065725889825,-2.718533474610601,
autumn,-1.5580648861246391,,-1.5927167460188596,-1.8595612719686303,-3.8623761552773788,-4.021731897000973,-1.6555219014289935,,,-2.9027052224741823
winter,-1.5716382708330794,6.8632360683739035,-1.8834612893162233,-1.730788002145924,-3.9194785255062863,,-1.7603346636341775,-3.7229083107990033,,
spring,-1.4407305640470747,7.386700180544031,-1.6323168108136423,-1.8816000330269316,-3.874848711770591,-3.9378644407437067,,,,-2.792862698109449
summer,-1.5783811387102393,8.173524342917647,-1.661216340881687,-1.8492127664950926,,-3.7846547059801727,,-3.6410110082185705,,-2.994308156122354
autumn,-1.3404796518733364,,-1.4944704087094247,-1.703326339799879,,-4.207455808351195,-1.6535440111615143,-3.458295270198317,,-2.853999452109619
winter,,,,-1.769252527403898,-4.018616012170443,-4.035481252607722,-1.6847103523771065,-3.4060575324190694,-2.5797508069807353,-2.7392014810478895
spring,,7.997912311991154,-1.5593602176258599,-1.882189317606371,-3.9791023947327484,-3.916747450118147,,-3.4317880056663825,,-2.862895922605751
summer,,8.488176185258798,,,-3.967105150027538,-3.897894538390743,-1.6871328829590226,-3.4901078423579754,-2.5142592491729285,-2.923885288856277
autumn,-1.5287513087195532,8.591713328199269,-1.5167241259079873,-1.828836083273208,,-3.8618976153372553,-1.8163758002940082,,,-2.9619794885762563
winter,-1.5095991780872116,7.085832154123506,-1.573389685176995,-1.8567666919045933,,,-1.6712090981948169,-3.496669127548152,,-2.684763701742391
spring,-1.7213350502939477,8.016080171262299,-1.689075985962278,-1.9011191356545105,-3.870360877888311,-3.998675027661659,-1.7904498418806887,,,
summer,-1.5354138717589763,7.578348542338157,,-1.9099134272040497,-3.9211172674480337,,,-3.660298563785666,-2.577278802377046,-2.85429184047465
autumn,-1.750083218102233,7.843925025154253,-1.6080305735670264,,-4.034582535324082,,-1.736338799257424,-3.7226750497523673,,-2.919970818022826
winter,-1.553376617558738,8.473080248406383,-1.8704539406138545,-1.8055234096158144,,,-1.7881487584610933,-3.6281243906808016,-2.677257568948982,
spring,-1.828125712188222,8.144471423882106,,,-3.5676028482229185,-4.068177061347684,-1.8895299495289468,,-2.59040659722093,-3.0231562669726215
summer,-1.6865955505213894,8.580115340415492,-1.7467255137948867,-1.8493717587980405,-3.4415592728191426,-4.019944475539819,,,,-3.090031931427038
autumn,-1.8331653942212918,6.78844250681219,,-2.07530291171904,-3.5909745822204493,,,-3.8580642850719133,-2.6089269590282425,-3.065768272252212
winter,-1.9884696567827442,,-1.8731206839111973,,-3.5027000764711693,-4.428215164977334,-2.0596261026445397,-3.88860498337762,-2.737810381910996,
spring,,7.752511937539586,,-2.169065345791327,-3.62631137743324,-4.128959110781039,,-3.886930980605077,-2.6687512490491807,-3.2468318665191114
summer,-1.9282544383808806,5.77003442776485,-2.1387129310001227,-2.238545623241702,,-3.751338416423122,-1.7462532221211433,,-2.631561280080792,
autumn,-1.9898546511824442,9.739292808354406,-1.9374461036917032,-1.925262621556659,-3.149527866948862,,,-3.9403029640069067,,-3.4548118658319646
winter,-2.0895267119473773,8.428365264486676,-2.007825372307714,,-3.3371536750478565,-4.09946704200413,-1.9444573649123225,-3.800723035985284,,
spring,-2.02045341445505,8.131896660870456,-1.8984037590650407,,-3.4397887653562496,,-1.8372213955504337,-4.016909517191419,-2.6999062317796954,
summer,-2.186201024856477,8.864787991174117,,-1.9546622897415182,-3.292117371493923,,-1.8177486417864726,,-2.615881200820338,-3.341872022847334
autumn,,7.496007390701391,-2.0435884803438924,-1.8356683500182904,,,-2.0194460177982307,-3.8795016591096285,-2.785322312596587,-3.150878763627084
winter,-2.0916120107458323,,-2.0126616342486585,-1.98117575941358,,-4.024219217499293,,-3.9926493646663883,-2.711857491499215,-3.2070896456440465
spring,-2.2538637458252073,9.594877546121772,,,-3.4640639143286425,-4.115216726396692,-2.043355365641044,-3.7372270406207253,-2.4095367426557806,
summer,,7.867667682789107,-1.943039906258033,-1.8621811493303075,-3.3928438931246,-4.070719546198685,,-4.167867521224515,-2.552164957258736,
autumn,-2.0187339046622146,8.229302970476553,-1.7789086815531414,,,-3.921227706278765,-2.0746023982196404,,-2.647222399234327,-3.094924771870365
winter,-2.1557910192659744,8.5155379553502,,,-3.4932034238038687,-4.104685315864615,-2.0250019868714277,-3.931264350799193,-2.579911436359764,
spring,-2.196673312105876,7.345984673271644,-1.9632350406894858,-1.693495987722198,,-3.97075177798743,-2.0321155730658025,-3.887503212671413,,
summer,-2.02934309626898,7.929153854464353,-1.8563378068246799,-1.5841821418426114,,,-2.1375090133609156,-3.958331820051186,-2.626322910072873,
autumn,-2.0405221931388184,,-1.804774204395053,-1.834626105226005,-3.724414368745619,,-2.0968219826501153,-4.216370294479938,-2.442886810669589,
winter,-2.168189376600919,8.81623911841087,-1.5620074861729925,,,-3.929598576908517,-2.1538562405082415,-4.169735193369332,-2.2769078734119668,
spring,-2.092694244092019,9.375654738071205,-1.6366899368746428,-1.4992205201198756,-3.537494328166655,,-1.9937786621346256,,-2.337113597532942,
summer,,,-1.6660018793158706,-1.8254637032653167,-3.6383260946833316,-3.9599737993201676,,-3.980062530186029,-2.3692950508521604,-3.120729970766255
autumn,-1.925496991144954,,-1.5286138617980578,-1.3772696285321815,-3.754180189695186,-3.8987500228217433,-2.3293674031661302,,,-3.132219495053254
winter,-2.0882461609439638,8.971772977356883,-1.568436875680151,-1.4170955695243501,-3.7703433854274433,,,-3.9151413547213876,,-3.0948265073719976
spring,,,-1.8044440832027089,-1.534985835000713,-3.5981609547293245,-3.6858965382581212,,-4.140242031828553,-2.378623090095848,-3.1138830855580633
summer,-1.900554578549549,,,-1.3250459146284603,-3.696947772806848,-3.8022178017730717,-2.2080119943055942,-3.9317089648083625,-2.14151274531947,
autumn,,8.928342372328794,-1.570615975802242,-1.5427365663338186,,-3.930400946401882,,-3.919323327307304,-2.219598991043613,-3.0558913436214836
winter,-2.014632885181767,,,-1.3562739488244084,,-3.7882000142884102,-2.3190745630571112,-3.956249908897811,-2.3763549715229195,-3.0099712654338426
spring,,9.400655752396478,,-1.3462843251551766,-3.863061223890841,-3.9243553409010463,,-4.030293129243959,-2.261472309172513,-3.0920750575332674
summer,-1.9633998686971774,,-1.402523630222575,-1.388900036685437,-4.028994050931286,-3.8463030609328857,,-3.965847335621205,,-3.186278584145888
autumn,-1.6629212631131791,8.108473447088755,-1.4476859643209845,,-3.8987231150439245,-3.778342092294612,-2.3980374469289205,,,-2.9145210220755766
winter,-1.6458625993644067,8.944246394138917,-1.4963109296280557,-1.3428201140801785,-4.054361568001896,-3.7145264266626046,,-4.0053627160710565,,
spring,,8.221075549001743,-1.5526378359937958,-1.359947415392418,,-3.9927009069688895,-2.404414115844676,-3.9223547957661453,-2.0474107425838413,
summer,-1.9262004144189473,9.162815764212215,-1.3512570777998785,-1.4021827739072144,-4.04585700260416,-3.8426353828105166,-2.457197239016895,,,
autumn,,7.850584152460353,-1.3860378570050509,-1.3034287400651938,-4.01372458774917,,-2.162618578908445,-3.9450357144264467,-2.281101383296469,
winter,-1.9861374214495422,,-1.5364676500093881,-1.33067223625265,-3.9407324823780643,-3.8332371310929023,-2.412278077060154,,-2.1925280318184477,
spring,,8.384328178768687,-1.2995009513179616,-1.4298631747277268,-3.8350929014196455,,,-3.991783581508555,-2.196216167095486,-2.881947194963687
summer,-1.829469288448513,9.933313032035537,,-1.581752005083609,-3.8463298911951003,-3.724321657011861,,-4.031727107785705,-2.2138619752572586,
autumn,-2.0632242567256847,8.032747997790946,,-1.418332071032123,-3.7569012791834275,-3.803249382417796,,,-2.1115421252466193,-2.9989239793530875
winter,,8.126344448529425,-1.4788791579023703,,-3.870782120484154,-3.8169995314801746,-2.2357374741063474,,-2.2525426824463497,-2.9138539390258473
spring,-2.003639036713848,,-1.810375626388723,,-3.8519934962937072,-3.8314794962608314,,-4.1224379021544815,-2.192323893525169,-3.116903375166954
summer,,8.732685775039236,-1.4850238726630305,-1.5175488723376813,-3.69963793379567,-4.068435381196616,,-4.192860987966763,-2.3313562043043468,
autumn,-2.18024474208904,7.781297555801684,-1.8387155938467794,,,,-2.2320056757987996,-4.160572248864389,-2.400292257380576,-3.0919187607132605
winter,,8.701083654250466,-1.6359364822431364,,-3.601313971006003,-3.9079690190029823,-1.997674578921309,-4.099131023602896,-2.4832467514887857,
spring,-1.9960404096856441,9.55538425537394,-1.5900145346073242,-1.7637786020063089,-3.5422084720720504,,,,-2.207978463937877,-3.2134217132700975
summer,,9.165963813028203,-1.8885565642889086,-1.6348234291005417,-3.5037991576718803,-4.067631803035114,,-4.033991391355731,-2.4267357572117634,
autumn,-2.2681427874591353,8.950882790428679,,-1.7193640726399422,,-3.9427181716786603,-1.9238335038879215,-4.055164248787621,,-3.284108854266305
winter,-2.203237886154817,8.30663602972,,-1.8426037495803045,-3.2550113880587186,-3.965230234326056,-2.2182016014162054,,,-3.361584784855239
spring,,8.35857012643552,-2.0805836433726643,-1.7344121161687984,,-3.808733455971741,-2.191901652952396,-4.13803330084093,-2.6068518616762812,
summer,-2.103524899212645,,-2.0885845863768058,-1.77434003666797,-3.3078330459628136,,,-4.2043406934710434,-2.60968555440283,-3.277438970058546
autumn,-2.1474612544474883,8.407746757988217,,-1.8270357436131948,-3.2084557756339,,-1.8691002316742316,,-2.660770358049538,-3.179713208759604
winter,,,-2.0737697472533125,-2.009435696166458,-3.1936007065327052,-3.9427735942882007,-1.7989519182879208,-4.084597182720773,-2.5988240106963736,
spring,,,-2.0086501248977413,-2.057914005800039,-3.2747987109894137,,-1.7326997639363686,-4.10360305115972,-2.630986833467659,-3.247887132599824
summer,-2.1499464700886297,9.24356885413291,,,-3.5433515758547474,-4.064027457822633,,-3.8422046926063484,-2.8220893879939513,-3.4433777607532257
autumn,,8.112898246459054,-1.9622853170962908,-1.875652773928589,,-4.024722625470044,-1.886712829511513,-4.039608018783657,-2.6014899092403514,
winter,-1.9946756394671603,7.84662245809952,,,-3.3219556703792663,-3.966942737774435,-1.8055658639792174,-3.931553416508339,,-3.169728152358297
spring,-1.9412762325671848,8.004841107206024,,,-3.239335657291993,,-1.9057532775373762,-3.8045344036950386,-2.746866858466758,-3.2813840683654907
summer,-1.7259645226040392,7.229671810908809,-1.818263541366505,,,-3.9044657660629465,-1.7641110919754524,-3.7701587045336358,-2.7461923651941733,
autumn,-1.8431723355279153,7.663914581602116,,-2.0761863608073305,-3.5163210517232453,-4.059518809865198,-1.8435542497063941,,-2.6479790315377865,
winter,-1.6895799783580643,7.076918891189919,-1.7500657508643898,,,-3.9172149734911237,,-3.5844518440000717,-2.690993466216182,-2.8742949395263238
spring,,,-1.7191379890814427,,-3.8268496193523354,-4.069587040064645,-1.737731917036911,-3.5638679868356062,-2.4896946815332694,-2.836618847778266
summer,-1.4477488666062053,,,,-3.787519345768862,-4.087048043166617,-1.7111567827059195,-3.4928842773989754,-2.4503498150836034,-2.8451545487086336
autumn,-1.3893332482697105,,-1.3937034879921804,-1.7484360976131361,-4.054915287038218,-3.8757506973350186,-1.7683902269131542,-3.493103117982562,,
winter,-1.1630347127029452,7.222127935483134,-1.4811047498870291,,,,-1.6233266997917302,-3.3480322761097425,-2.3364470338611483,-2.615610711970552
spring,,,-1.4450244562864658,-1.6343132005302567,-4.266638561792475,-3.8537660963359923,-1.9325419857912651,-3.366562466393907,,-2.63596450489109
summer,-1.0284665304698115,7.365462163261012,,-1.56059504839654,,-3.9007813965783025,,-3.2527342657522142,-2.338629662933449,-2.3991745052503033
autumn,,6.734872108705183,-1.1318531060749388,-1.792570727718886,-4.58959266859064,-3.8756044842143083,,,-2.14777438153606,-2.299569517901191
winter,,,,-1.3726428755445257,-4.919470367306716,-3.920654981012937,-1.5053965575742114,-3.3423999687230452,-1.8511515289011617,-2.2554775011588895
spring,-0.7791440602411608,5.8013426072738445,-0.9357903603935452,,-4.89125372012216,-4.040535555944943,,-3.168812176648605,,-1.848160014756665
summer,-0.5678392611653712,6.271306404397247,-0.8193569848504348,-1.2767476172587864,,-3.928332310922416,-1.3786742797215377,-3.224440943592427,,
autumn,,5.647584127525027,,,-5.330392063429232,-3.726407013875279,-1.1902781319802531,-3.3441175736200646,-1.8669227284052383,-1.7864065995007457
winter,-0.5459654732503726,5.597422313456244,-0.5945521787512751,,-5.25958010794807,,,-3.1603079128365086,-1.6218712806871525,-1.7049055230622443
spring,-0.5675475107351038,4.871072208191597,-0.7194210107041727,,-5.354866802006111,-3.731812272177274,-0.9331074520030255,,,-1.5353367783498018
summer,-0.5642095222889504,,-0.38345042791813494,,-5.492330361165115,-3.7535124457144904,-0.8178153301667508,-3.1046237676515593,,-1.596636368254789
autumn,-0.36323912654160373,,-0.34132670177739566,-1.3018255105357186,-5.666961003850277,-3.894956072207778,,-3.122749063983257,,-1.5350059808070196
winter,,4.66144190974593,,-0.8407536302508809,-5.935769402287155,,-0.903310400003615,-3.0974516860650927,-1.2679662031934615,-1.373068599368943
spring,,,-0.1688049352330449,-0.847970660766726,-6.014072641396376,-3.87183079262154,-0.7050641735205379,-3.1375255253289867,,-1.1074119587898137
summer,0.000592940522402885,4.5548192375014,-0.11240286407581329,-0.7741050478626185,-5.972246347379051,-3.7855115775541566,,-2.935052679122794,,
autumn,-0.22787869202688907,,,-0.6020582572384916,-6.013382621858129,-3.9773445283959217,,-3.07106827749897,-1.0857597656620137,-0.9843068762382081
winter,-0.2099806549826914,4.203537433076495,-0.07219675002249709,,-6.0119845903352545,-3.757293662622508,-0.3849259716894034,-2.8472927664504515,,
spring,-0.13269829527043966,3.7918744197172076,0.006982275020258673,,-6.06922321071731,,,-2.9388014585801536,-0.7968540165808501,-0.6885462991627609
summer,-0.41334947399429134,3.363908393570038,0.13734872959636166,,,-3.654571643059963,,-3.0499161270917985,-0.8184744443286671,-0.5711009257859445
autumn,-0.26738236502324897,3.3823569544329146,0.26204379909437236,,,-3.5658812060967082,0.06061830896177234,,-0.6296131432398094,-0.5712834469591331
winter,,3.557238501040823,0.19128407618359128,,-6.1992338146026835,-3.6659666187979107,-0.04763395974792628,-3.027920186499897,-0.5383600559501763,
spring,,3.2306372215654835,0.09901268834836066,-0.20669514245287518,,-3.566757464096125,,-2.9912999899832236,-0.675933451339033,-0.2311623681023326
summer,-0.17460013048820536,3.317372581896988,0.4140967480451361,,,,0.006937964058298246,-2.9893490562398353,-0.39436705596027677,-0.38084255072801226
autumn,,,0.5402893819489866,-0.5618363358357523,-6.32865081854907,-3.602605579347269,,-2.704273383273338,-0.3644009147579364,-0.44385537202040665
winter,-0.12983790642128565,3.2024745435061766,,-0.3629988485220602,,-3.286865844957435,0.21717292248743858,-2.9302929939600615,-0.27986512722451823,
spring,-0.15716561889688618,3.2982067830643933,0.39151577125291126,-0.25969455276823517,-6.3343226418303455,,-0.05000251826944749,,,-0.2136252591559752
summer,,3.5877727304536147,0.14027242162491083,-0.06751830561210151,,-3.639751705556847,0.11121937249709092,,-0.3912097798345976,-0.2558160772760585
autumn,,,,-0.3070228750387612,-6.436057099979029,-3.454397638216664,0.25779083727507135,-2.923603210733079,-0.15361393726225492,-0.22547542267900472
winter,-0.3454885851108594,3.267248684209858,0.29951335599928636,,-6.329631838838956,,0.0884948788207813,-2.928942172186966,-0.19633083186920247,
spring,,,0.2738137970347254,-0.25132654451626424,-6.331460305144533,-3.3955464240341557,0.3043573293513766,-2.8366578095509367,,-0.06387661313269748
