,season,price_AUS,price_CHF,price_CZE,price_GER,price_ESP,price_FRA,price_UK,price_ITA,price_POL,price_SVK
44,1,0.6170214184506047,1.8845342599481447,1.3190343461253609,0.6760224613401853,-4.393997496111439,-3.1764356161760325,-3.2443750513713674,-2.7153030691837388,1.506897948619859,1.6145064484553455
46,0,0.913503673164586,2.0272234796290247,1.3075063684173678,0.6815342778778879,-4.425275526259369,-3.3964699790509334,-1.9238335038879213,-1.3552316529430457,1.6273627797864585,1.534361664218726
48,1,0.9690778992863908,2.882409944000713,0.1662364086774529,-0.2308147557275019,-4.393997496111439,-1.7668074956809008,-3.482468518174693,-1.501144759409412,1.0568619445270997,1.3504203359316944
50,0,1.174211296285537,3.2533128609203814,-0.1136866353121963,0.8041809910925185,-4.425275526259369,-1.6044042728047023,-3.5136791987973828,-3.0453079125749887,0.9082277538944022,1.1471872431071448
51,3,1.0855442828151705,3.911829793833846,0.2456344130585222,-0.1463331725069416,-5.447060574068039,-1.7148422254294342,-3.758063660292393,-1.5249533275058311,0.7109386692024047,-0.1378576946844266
54,0,-0.7763009638753797,3.770651849468786,-0.1136866353121963,0.7387720815169398,-5.511898996477564,-1.8876390538108176,-3.660519751595453,-1.806682006893936,0.0430541490544352,-1.0003706017601286
56,1,0.7207949485976255,3.0858186424478347,0.1662364086774529,0.4124110208875133,-4.393997496111439,-2.195605114591205,-3.6047248454911673,-2.7153030691837388,-0.3572849344711827,-0.4985768320370491
57,2,0.4301930224976981,2.8500161010489107,0.5369697369131919,0.3345802133954823,-4.237861484418774,-3.5847795079115437,-3.479765384704711,-2.344224696136733,-0.8184744443286671,-0.7572201264459972
58,0,0.4021698469767263,2.786743712507981,-0.1136866353121963,0.2912145299511933,-5.762590238519862,-2.6471818692921127,-1.9238335038879213,-3.0453079125749887,-0.8251943425152812,-0.9998814963335446
59,3,-0.48023362868087627,2.975416347331116,0.2994652834898236,-0.1103871074603047,-4.626107801926116,-3.286865844957435,-3.209551547470307,-2.774297053844031,-1.0669981915833655,-1.361349000606226
61,2,-0.5617525628806407,4.044774554861039,-0.1490611501507596,-0.8992260879707853,-5.339666821701726,-3.1394640420014137,-1.8702292900261128,-2.986708814761607,-1.368388874880794,-1.4283233652118716
62,0,-0.7763009638753797,4.790098443693643,-0.5409347712720086,-0.3790585541391145,-4.425275526259369,-3.2349911640662583,-2.9678448664053323,-3.285791836093337,-1.1893220487453575,-1.0003706017601286
63,3,-0.48023362868087627,5.7278002042397045,0.2456344130585222,-0.1463331725069416,-4.82168123151372,-3.354676497936874,-2.799069952524245,-3.498669400594577,-1.5944186634354671,-2.3513265347125443
65,2,-1.595434098735638,6.355465496867133,-1.0443747844200582,-0.8992260879707853,-4.237861484418774,-3.5847795079115437,-2.538285819400912,-3.645159894929544,-1.8700335142522195,-2.5834356983870843
66,0,-1.6532926609327994,7.975004259366786,-0.1136866353121963,-1.2151606823954064,-4.101649948887681,-3.7288599210426674,-2.539621009736403,-3.895118010632178,-0.5682604746546991,-1.0003706017601286
67,3,-0.48023362868087627,8.717724845539014,-1.3481897598201913,-1.3012110756316912,-3.855706575216617,-3.6899131912337206,-2.2017818332109385,-3.8223925355467423,-1.0669981915833655,-0.1378576946844266
68,1,-1.7623773621079084,8.312118960192528,-1.648139893452118,-1.4828306148719417,-3.773809229871335,-3.1764356161760325,-2.364387317653021,-3.952428209057451,-0.7968540165808501,-0.6315686748077824
69,2,-1.9316153281196324,8.730717279955773,-1.7545612051629698,-1.558302997866333,-4.237861484418774,-3.8525769904996894,-1.8702292900261128,-4.1758526181682,-0.8184744443286671,-3.144641810963173
70,0,-0.7763009638753797,8.906045368814294,-1.8047237094008584,-1.564417564446391,-3.500927426827518,-3.839021546751434,-2.028680943618642,-3.0453079125749887,-0.5682604746546991,-3.2531906096327505
71,3,-2.051141035774923,8.970386592175364,-1.993620804577242,-0.1463331725069416,-3.428442890725368,-3.90084651737421,-1.8975101404984505,-2.937887424006305,-2.501473247581482,-3.3397786166074264
72,1,-2.3627833565801697,8.088553229480802,-1.9922934832837804,-0.2308147557275019,-4.393997496111439,-3.88451558319347,-2.069267799030624,-4.272176957992507,-2.407580005009222,-0.6315686748077824
73,2,-2.2053992091400647,7.34273953258327,-2.0423937651923696,-0.8992260879707853,-3.3732419440381,-4.086851230436504,-2.034805592144989,-3.1430005019858207,-2.6644330840183748,-1.4283233652118716
74,0,-1.93847184935676,8.35077780642767,-2.017686054921001,-0.3790585541391145,-4.425275526259369,-4.064150804893539,-1.9238335038879213,-3.7928367028787218,-2.518290120264801,-3.2840345061619463
75,3,-2.086234256908818,8.43635183321738,0.2456344130585222,-1.9144626646526013,-3.38424762813944,-4.026841613301986,-2.0493131320560423,-2.937887424006305,-2.600395943201887,-0.1378576946844266
76,1,-2.0823569567812994,8.357203576200046,0.1662364086774529,-0.2308147557275019,-3.280173728630338,-3.1764356161760325,-1.9571519832677504,-3.8879781998808296,-2.6973879808797108,-3.419170187195742
77,2,-1.9547549427534945,7.688995106723947,0.0536306971197663,-2.0578010430430207,-3.545075833914645,-3.5847795079115437,-1.8702292900261128,-3.9320454229923674,-2.6819799787170804,-3.253793758550026
78,0,-1.8589958815186447,7.957984514146158,-0.1136866353121963,-1.9003871852731085,-3.5877570562869736,-4.048590443119006,-1.9238335038879213,-3.8120800599230407,-2.6319918134583453,-1.0003706017601286
79,3,-1.8224004441507904,8.11860245790323,0.2456344130585222,-0.1463331725069416,-3.326476049274046,-4.036372094671662,-1.8975101404984505,-3.811314360079215,-2.584440271573348,-0.1378576946844266
80,1,-1.838711268187061,7.699344841192271,0.1662364086774529,-2.018036928662596,-4.393997496111439,-3.9503986102176185,-1.8976416135331613,-3.6834418600741032,-2.437844947668112,-3.1554357531405124
81,2,-1.881263587301107,8.084390332911436,-1.9230049538533576,-2.018823766487256,-4.237861484418774,-4.079873970056467,-1.8702292900261128,-3.1430005019858207,-2.7202729205071283,-3.1981630075726795
82,0,-0.7763009638753797,7.595776783572576,-1.934444120932512,-1.9971894920380344,-3.715215673999555,-4.117090023123479,-1.7842992572564589,-3.748477117854583,-0.5682604746546991,-1.0003706017601286
83,3,-0.48023362868087627,6.679745879261117,-1.7036628184276028,-2.0549052394716587,-3.6021754311834773,-3.286865844957435,-1.7531641742955544,-3.738945471764372,-1.0669981915833655,-2.7663393902708817
84,1,-0.5197569166158356,6.983785178015202,-1.7762080237122075,-1.9244733413902373,-3.721863553478451,-3.996771066995677,-1.7259223225131015,-2.7153030691837388,-2.489101720708699,-0.6315686748077824
87,3,-1.5716382708330794,6.863236068373904,-1.8834612893162237,-1.730788002145924,-3.9194785255062863,-3.286865844957435,-1.7603346636341777,-3.7229083107990033,-1.0669981915833655,-0.1378576946844266
88,1,-1.440730564047075,7.386700180544031,-1.6323168108136423,-1.881600033026932,-3.874848711770591,-3.9378644407437062,-1.8976416135331613,-2.7153030691837388,-0.7968540165808501,-2.792862698109449
89,2,-1.578381138710239,8.173524342917647,-1.661216340881687,-1.8492127664950928,-4.237861484418774,-3.7846547059801727,-1.8702292900261128,-3.6410110082185705,-0.8184744443286671,-2.994308156122354
92,1,-0.5197569166158356,7.997912311991154,-1.55936021762586,-1.882189317606371,-3.979102394732749,-3.916747450118147,-1.8976416135331613,-3.4317880056663825,-0.7968540165808501,-2.862895922605751
93,2,-0.689415693468333,8.488176185258798,0.0536306971197663,-0.8992260879707853,-3.967105150027538,-3.897894538390743,-1.6871328829590226,-3.4901078423579754,-2.5142592491729285,-2.923885288856277
94,0,-1.5287513087195532,8.591713328199269,-1.516724125907987,-1.828836083273208,-4.425275526259369,-3.8618976153372553,-1.816375800294008,-3.0453079125749887,-0.5682604746546991,-2.9619794885762563
95,3,-1.5095991780872116,7.085832154123506,-1.573389685176995,-1.856766691904593,-4.626107801926116,-3.286865844957435,-1.6712090981948169,-3.496669127548152,-1.0669981915833655,-2.684763701742391
96,1,-1.7213350502939475,8.016080171262299,-1.689075985962278,-1.9011191356545103,-3.870360877888311,-3.998675027661659,-1.790449841880689,-2.7153030691837388,-0.7968540165808501,-0.6315686748077824
97,2,-1.5354138717589765,7.578348542338157,0.0536306971197663,-1.9099134272040497,-3.9211172674480337,-3.5847795079115437,-1.8702292900261128,-3.660298563785666,-2.577278802377046,-2.85429184047465
98,0,-1.750083218102233,7.843925025154253,-1.6080305735670264,-0.3790585541391145,-4.034582535324082,-3.3964699790509334,-1.736338799257424,-3.7226750497523673,-0.5682604746546991,-2.919970818022826
99,3,-1.553376617558738,8.473080248406383,-1.8704539406138545,-1.8055234096158144,-4.626107801926116,-3.286865844957435,-1.7881487584610931,-3.6281243906808016,-2.677257568948982,-0.1378576946844266
100,1,-1.828125712188222,8.144471423882106,0.1662364086774529,-0.2308147557275019,-3.5676028482229185,-4.068177061347684,-1.8895299495289468,-2.7153030691837388,-2.59040659722093,-3.023156266972621
101,2,-1.6865955505213894,8.580115340415492,-1.7467255137948867,-1.8493717587980405,-3.441559272819142,-4.019944475539819,-1.8702292900261128,-3.1430005019858207,-0.8184744443286671,-3.090031931427038
102,0,-1.833165394221292,6.78844250681219,-0.1136866353121963,-2.07530291171904,-3.5909745822204493,-3.3964699790509334,-1.9238335038879213,-3.858064285071913,-2.6089269590282425,-3.065768272252212
104,1,-0.5197569166158356,7.752511937539586,0.1662364086774529,-2.169065345791327,-3.62631137743324,-4.128959110781039,-1.8976416135331613,-3.886930980605077,-2.6687512490491807,-3.246831866519112
105,2,-1.9282544383808808,5.77003442776485,-2.1387129310001227,-2.238545623241702,-4.237861484418774,-3.751338416423122,-1.746253222121143,-3.1430005019858207,-2.631561280080792,-1.4283233652118716
106,0,-1.989854651182444,9.739292808354406,-1.9374461036917032,-1.925262621556659,-3.149527866948862,-3.3964699790509334,-1.9238335038879213,-3.9403029640069063,-0.5682604746546991,-3.4548118658319646
107,3,-2.0895267119473773,8.428365264486676,-2.007825372307714,-0.1463331725069416,-3.3371536750478565,-4.09946704200413,-1.9444573649123225,-3.800723035985284,-1.0669981915833655,-0.1378576946844266
108,1,-2.02045341445505,8.131896660870456,-1.8984037590650409,-0.2308147557275019,-3.4397887653562496,-3.1764356161760325,-1.8372213955504335,-4.016909517191419,-2.699906231779696,-0.6315686748077824
109,2,-2.186201024856477,8.864787991174117,0.0536306971197663,-1.9546622897415185,-3.292117371493923,-3.5847795079115437,-1.8177486417864728,-3.1430005019858207,-2.615881200820338,-3.341872022847334
110,0,-0.7763009638753797,7.496007390701391,-2.0435884803438924,-1.8356683500182904,-4.425275526259369,-3.3964699790509334,-2.0194460177982307,-3.879501659109629,-2.785322312596587,-3.150878763627084
112,1,-2.2538637458252078,9.594877546121772,0.1662364086774529,-0.2308147557275019,-3.4640639143286425,-4.115216726396692,-2.043355365641044,-3.737227040620725,-2.409536742655781,-0.6315686748077824
113,2,-0.689415693468333,7.867667682789107,-1.943039906258033,-1.8621811493303075,-3.3928438931246,-4.070719546198685,-1.8702292900261128,-4.167867521224515,-2.552164957258736,-1.4283233652118716
114,0,-2.0187339046622146,8.229302970476553,-1.7789086815531414,-0.3790585541391145,-4.425275526259369,-3.921227706278765,-2.0746023982196404,-3.0453079125749887,-2.647222399234327,-3.094924771870365
115,3,-2.1557910192659744,8.5155379553502,0.2456344130585222,-0.1463331725069416,-3.4932034238038687,-4.104685315864615,-2.025001986871428,-3.931264350799193,-2.579911436359764,-0.1378576946844266
116,1,-2.196673312105876,7.345984673271644,-1.9632350406894856,-1.693495987722198,-4.393997496111439,-3.97075177798743,-2.0321155730658025,-3.887503212671413,-0.7968540165808501,-0.6315686748077824
117,2,-2.02934309626898,7.929153854464353,-1.85633780682468,-1.5841821418426114,-4.237861484418774,-3.5847795079115437,-2.137509013360916,-3.958331820051186,-2.626322910072873,-1.4283233652118716
119,3,-2.168189376600919,8.81623911841087,-1.5620074861729925,-0.1463331725069416,-4.626107801926116,-3.929598576908517,-2.153856240508241,-4.169735193369332,-2.2769078734119668,-0.1378576946844266
120,1,-2.092694244092019,9.375654738071203,-1.6366899368746428,-1.4992205201198756,-3.537494328166655,-3.1764356161760325,-1.9937786621346256,-2.7153030691837388,-2.337113597532942,-0.6315686748077824
123,3,-2.088246160943964,8.971772977356883,-1.568436875680151,-1.41709556952435,-3.7703433854274433,-3.286865844957435,-1.8975101404984505,-3.915141354721388,-1.0669981915833655,-3.0948265073719976
126,0,-0.7763009638753797,8.928342372328794,-1.570615975802242,-1.5427365663338186,-4.425275526259369,-3.930400946401882,-1.9238335038879213,-3.919323327307304,-2.219598991043613,-3.055891343621484
128,1,-0.5197569166158356,9.400655752396478,0.1662364086774529,-1.3462843251551766,-3.863061223890841,-3.9243553409010463,-1.8976416135331613,-4.030293129243959,-2.261472309172513,-3.0920750575332674
130,0,-1.6629212631131791,8.108473447088755,-1.4476859643209845,-0.3790585541391145,-3.898723115043925,-3.778342092294612,-2.3980374469289205,-3.0453079125749887,-0.5682604746546991,-2.9145210220755766
131,3,-1.6458625993644067,8.944246394138917,-1.4963109296280557,-1.3428201140801783,-4.054361568001896,-3.714526426662605,-1.8975101404984505,-4.0053627160710565,-1.0669981915833655,-0.1378576946844266
132,1,-0.5197569166158356,8.221075549001743,-1.5526378359937958,-1.359947415392418,-4.393997496111439,-3.9927009069688895,-2.404414115844676,-3.922354795766145,-2.0474107425838413,-0.6315686748077824
133,2,-1.9262004144189475,9.162815764212215,-1.3512570777998785,-1.4021827739072144,-4.04585700260416,-3.8426353828105166,-2.457197239016895,-3.1430005019858207,-0.8184744443286671,-1.4283233652118716
134,0,-0.7763009638753797,7.850584152460353,-1.3860378570050509,-1.3034287400651938,-4.01372458774917,-3.3964699790509334,-2.162618578908445,-3.945035714426447,-2.281101383296469,-1.0003706017601286
136,1,-0.5197569166158356,8.384328178768687,-1.2995009513179616,-1.4298631747277268,-3.8350929014196455,-3.1764356161760325,-1.8976416135331613,-3.991783581508555,-2.196216167095486,-2.881947194963687
137,2,-1.829469288448513,9.933313032035535,0.0536306971197663,-1.581752005083609,-3.8463298911951,-3.724321657011861,-1.8702292900261128,-4.031727107785705,-2.2138619752572586,-1.4283233652118716
138,0,-2.0632242567256847,8.032747997790946,-0.1136866353121963,-1.418332071032123,-3.756901279183428,-3.803249382417796,-1.9238335038879213,-3.0453079125749887,-2.1115421252466198,-2.9989239793530875
139,3,-0.48023362868087627,8.126344448529425,-1.4788791579023703,-0.1463331725069416,-3.870782120484154,-3.816999531480175,-2.235737474106348,-2.937887424006305,-2.2525426824463497,-2.9138539390258478
141,2,-0.689415693468333,8.732685775039236,-1.4850238726630305,-1.517548872337681,-3.69963793379567,-4.068435381196616,-1.8702292900261128,-4.192860987966763,-2.3313562043043468,-1.4283233652118716
142,0,-2.18024474208904,7.781297555801684,-1.8387155938467796,-0.3790585541391145,-4.425275526259369,-3.3964699790509334,-2.2320056757988,-4.160572248864389,-2.400292257380576,-3.0919187607132605
143,3,-0.48023362868087627,8.701083654250466,-1.6359364822431364,-0.1463331725069416,-3.601313971006003,-3.9079690190029823,-1.997674578921309,-4.099131023602896,-2.4832467514887857,-0.1378576946844266
144,1,-1.996040409685644,9.55538425537394,-1.5900145346073242,-1.7637786020063089,-3.5422084720720504,-3.1764356161760325,-1.8976416135331613,-2.7153030691837388,-2.207978463937877,-3.213421713270097
145,2,-0.689415693468333,9.165963813028204,-1.8885565642889088,-1.6348234291005417,-3.5037991576718803,-4.067631803035114,-1.8702292900261128,-4.033991391355731,-2.426735757211764,-1.4283233652118716
146,0,-2.268142787459136,8.950882790428679,-0.1136866353121963,-1.7193640726399422,-4.425275526259369,-3.94271817167866,-1.9238335038879213,-4.055164248787621,-0.5682604746546991,-3.284108854266305
147,3,-2.203237886154817,8.30663602972,0.2456344130585222,-1.8426037495803045,-3.2550113880587186,-3.965230234326056,-2.2182016014162054,-2.937887424006305,-1.0669981915833655,-3.361584784855239
148,1,-0.5197569166158356,8.35857012643552,-2.0805836433726643,-1.7344121161687984,-4.393997496111439,-3.808733455971741,-2.191901652952396,-4.13803330084093,-2.606851861676281,-0.6315686748077824
150,0,-2.1474612544474883,8.407746757988217,-0.1136866353121963,-1.8270357436131948,-3.2084557756339,-3.3964699790509334,-1.869100231674232,-3.0453079125749887,-2.660770358049538,-3.179713208759604
153,2,-2.1499464700886297,9.24356885413291,0.0536306971197663,-0.8992260879707853,-3.543351575854748,-4.064027457822633,-1.8702292900261128,-3.842204692606349,-2.8220893879939517,-3.4433777607532257
154,0,-0.7763009638753797,8.112898246459054,-1.9622853170962908,-1.875652773928589,-4.425275526259369,-4.024722625470044,-1.886712829511513,-4.039608018783657,-2.6014899092403514,-1.0003706017601286
155,3,-1.9946756394671603,7.84662245809952,0.2456344130585222,-0.1463331725069416,-3.3219556703792663,-3.966942737774435,-1.8055658639792171,-3.931553416508339,-1.0669981915833655,-3.169728152358297
156,1,-1.9412762325671848,8.004841107206024,0.1662364086774529,-0.2308147557275019,-3.239335657291993,-3.1764356161760325,-1.905753277537376,-3.804534403695039,-2.746866858466758,-3.2813840683654907
157,2,-1.7259645226040392,7.229671810908809,-1.818263541366505,-0.8992260879707853,-4.237861484418774,-3.9044657660629465,-1.7641110919754524,-3.770158704533636,-2.7461923651941733,-1.4283233652118716
158,0,-1.8431723355279157,7.663914581602116,-0.1136866353121963,-2.0761863608073305,-3.5163210517232453,-4.059518809865198,-1.843554249706394,-3.0453079125749887,-2.6479790315377865,-1.0003706017601286
159,3,-1.6895799783580645,7.076918891189919,-1.7500657508643898,-0.1463331725069416,-4.626107801926116,-3.917214973491124,-1.8975101404984505,-3.584451844000072,-2.690993466216182,-2.874294939526324
163,3,-1.1630347127029452,7.222127935483134,-1.4811047498870291,-0.1463331725069416,-4.626107801926116,-3.286865844957435,-1.6233266997917302,-3.3480322761097425,-2.3364470338611483,-2.615610711970552
165,2,-1.0284665304698115,7.365462163261012,0.0536306971197663,-1.56059504839654,-4.237861484418774,-3.9007813965783034,-1.8702292900261128,-3.2527342657522142,-2.338629662933449,-2.3991745052503037
166,0,-0.7763009638753797,6.734872108705183,-1.1318531060749388,-1.792570727718886,-4.58959266859064,-3.875604484214308,-1.9238335038879213,-3.0453079125749887,-2.14777438153606,-2.299569517901191
168,1,-0.7791440602411608,5.8013426072738445,-0.9357903603935452,-0.2308147557275019,-4.89125372012216,-4.040535555944943,-1.8976416135331613,-3.168812176648605,-0.7968540165808501,-1.848160014756665
169,2,-0.5678392611653712,6.271306404397247,-0.8193569848504348,-1.2767476172587864,-4.237861484418774,-3.928332310922416,-1.3786742797215377,-3.224440943592427,-0.8184744443286671,-1.4283233652118716
170,0,-0.7763009638753797,5.647584127525027,-0.1136866353121963,-0.3790585541391145,-5.330392063429232,-3.726407013875279,-1.1902781319802531,-3.344117573620065,-1.8669227284052383,-1.7864065995007457
171,3,-0.5459654732503726,5.597422313456244,-0.5945521787512751,-0.1463331725069416,-5.25958010794807,-3.286865844957435,-1.8975101404984505,-3.1603079128365086,-1.6218712806871525,-1.7049055230622443
172,1,-0.5675475107351038,4.871072208191597,-0.7194210107041727,-0.2308147557275019,-5.354866802006111,-3.731812272177274,-0.9331074520030256,-2.7153030691837388,-0.7968540165808501,-1.5353367783498018
175,3,-0.48023362868087627,4.66144190974593,0.2456344130585222,-0.8407536302508809,-5.935769402287155,-3.286865844957435,-0.903310400003615,-3.0974516860650927,-1.2679662031934615,-1.373068599368943
177,2,0.0005929405224028,4.5548192375014,-0.1124028640758132,-0.7741050478626185,-5.972246347379051,-3.785511577554157,-1.8702292900261128,-2.935052679122794,-0.8184744443286671,-1.4283233652118716
179,3,-0.2099806549826914,4.203537433076495,-0.072196750022497,-0.1463331725069416,-6.011984590335255,-3.757293662622508,-0.3849259716894034,-2.8472927664504515,-1.0669981915833655,-0.1378576946844266
180,1,-0.1326982952704396,3.791874419717208,0.0069822750202586,-0.2308147557275019,-6.06922321071731,-3.1764356161760325,-1.8976416135331613,-2.9388014585801536,-0.7968540165808501,-0.6885462991627609
181,2,-0.4133494739942913,3.363908393570038,0.1373487295963616,-0.8992260879707853,-4.237861484418774,-3.654571643059963,-1.8702292900261128,-3.0499161270917985,-0.8184744443286671,-0.5711009257859445
182,0,-0.2673823650232489,3.3823569544329146,0.2620437990943723,-0.3790585541391145,-4.425275526259369,-3.565881206096708,0.0606183089617723,-3.0453079125749887,-0.6296131432398094,-0.5712834469591331
183,3,-0.48023362868087627,3.557238501040823,0.1912840761835912,-0.1463331725069416,-6.199233814602684,-3.665966618797911,-0.0476339597479262,-3.027920186499897,-0.5383600559501763,-0.1378576946844266
184,1,-0.5197569166158356,3.2306372215654835,0.0990126883483606,-0.2066951424528751,-4.393997496111439,-3.566757464096125,-1.8976416135331613,-2.991299989983224,-0.675933451339033,-0.2311623681023326
185,2,-0.1746001304882053,3.317372581896988,0.4140967480451361,-0.8992260879707853,-4.237861484418774,-3.5847795079115437,0.0069379640582982,-2.9893490562398357,-0.3943670559602767,-0.3808425507280122
187,3,-0.1298379064212856,3.202474543506177,0.2456344130585222,-0.3629988485220602,-4.626107801926116,-3.286865844957435,0.2171729224874385,-2.930292993960061,-0.2798651272245182,-0.1378576946844266
188,1,-0.1571656188968861,3.2982067830643933,0.3915157712529112,-0.2596945527682351,-6.3343226418303455,-3.1764356161760325,-0.0500025182694474,-2.7153030691837388,-0.7968540165808501,-0.2136252591559752
189,2,-0.689415693468333,3.5877727304536147,0.1402724216249108,-0.0675183056121015,-4.237861484418774,-3.639751705556847,0.1112193724970909,-3.1430005019858207,-0.3912097798345976,-0.2558160772760585
